Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 18:40:11	Jul 30 18:49:46	Jul 30 19:47:36	121.85	117448530	150	100447956	85.53%	148.94	28246754	27729556	28053411	135758	11375	46210	0.38%	0.01%	1.51	0.01%	1.37	7343466	6.25%	291388	0.25%	37311	0.03%	9285968	7.91%	42441	0.04%	0	0.00%
Jul 30 21:25:06	Jul 30 21:32:34	Jul 30 22:49:37	120.01	154111256	150	129685808	84.15%	148.76	22114859	21243803	21887336	170401	13856	43266	0.72%	0.01%	1.58	0.01%	1.34	8828761	5.73%	174125	0.11%	41219	0.03%	15269120	9.91%	112223	0.07%	0	0.00%
Jul 30 18:16:27	Jul 30 18:27:11	Jul 30 19:22:27	112.84	103941375	150	89108891	85.73%	148.92	20131214	19326195	19937497	145658	12616	35443	0.36%	0.01%	1.52	0.01%	1.36	8441998	8.12%	131185	0.13%	28362	0.03%	6167246	5.93%	63693	0.06%	0	0.00%
Jul 30 18:41:08	Jul 30 18:53:18	Jul 30 19:34:33	119.86	82403892	150	70128871	85.10%	148.58	11164984	10738048	11044413	91013	7815	21743	0.42%	0.01%	1.51	0.01%	1.47	3783460	4.59%	392653	0.48%	67048	0.08%	7948910	9.65%	82950	0.10%	0	0.00%
Jul 30 18:22:33	Jul 30 18:30:58	Jul 30 19:21:58	121.73	103469681	150	90176591	87.15%	149.02	36903975	35945373	36646473	197999	15783	43720	0.30%	0.01%	1.81	0.01%	1.33	7937928	7.67%	90458	0.09%	14285	0.01%	5228343	5.05%	22076	0.02%	0	0.00%
Jul 30 15:01:33	Jul 30 15:15:18	Jul 30 15:39:16	117.34	46871029	150	40836580	87.13%	148.88	17042954	16697435	16927806	86598	8782	19768	0.47%	0.01%	1.87	0.01%	1.32	3132517	6.68%	31851	0.07%	7608	0.02%	2852765	6.09%	9708	0.02%	0	0.00%
Jul 30 19:18:47	Jul 30 19:29:42	Jul 30 20:21:56	107.82	93863634	150	76568387	81.57%	148.75	26848195	26193282	26677082	129996	11997	29120	0.68%	0.01%	1.75	0.01%	1.31	8110962	8.64%	75641	0.08%	12972	0.01%	9076167	9.67%	19505	0.02%	0	0.00%
Jul 30 19:14:55	Jul 30 19:25:29	Jul 30 20:28:41	113.33	119369383	150	105560815	88.43%	149.08	14415432	13904503	14249509	130432	14425	21066	0.39%	0.01%	1.29	0.01%	1.19	8236756	6.90%	162570	0.14%	102850	0.09%	5181571	4.34%	124821	0.10%	0	0.00%
Jul 30 21:24:49	Jul 30 21:34:56	Jul 30 22:22:37	122.80	97589985	150	87215160	89.37%	149.02	21354918	20782610	21169876	141512	11333	32197	0.50%	0.01%	1.50	0.01%	1.34	5154263	5.28%	66174	0.07%	15489	0.02%	5094477	5.22%	44422	0.05%	0	0.00%
Jul 30 17:49:36	Jul 30 17:58:58	Jul 30 18:54:28	117.24	108448039	150	92605222	85.39%	148.93	26126679	25565729	25921334	159060	12317	33968	0.57%	0.01%	1.63	0.01%	1.36	7066726	6.52%	187018	0.17%	19982	0.02%	8508287	7.85%	60804	0.06%	0	0.00%
Jul 30 21:00:08	Jul 30 21:07:33	Jul 30 22:19:40	127.95	153793405	150	129230450	84.03%	148.92	40319075	39367927	40016951	226984	25875	49265	0.55%	0.01%	1.69	0.01%	1.31	12431593	8.08%	79833	0.05%	15493	0.01%	11983315	7.79%	52721	0.03%	0	0.00%
Jul 30 20:02:12	Jul 30 20:13:10	Jul 30 21:01:40	116.03	93792297	150	80792553	86.14%	148.92	27917007	26994244	27695897	164566	14223	42321	0.46%	0.01%	1.53	0.01%	1.33	6765776	7.21%	104432	0.11%	18102	0.02%	6084545	6.49%	26889	0.03%	0	0.00%
Jul 30 19:45:46	Jul 30 19:57:27	Jul 30 20:40:55	112.00	81136351	150	65511529	80.74%	148.82	17027893	16578872	16911959	85918	7029	22987	0.48%	0.01%	1.47	0.01%	1.35	4479126	5.52%	407320	0.50%	34673	0.04%	10668729	13.15%	34974	0.04%	0	0.00%
Jul 30 21:59:02	Jul 30 22:09:42	Jul 30 23:06:46	110.96	105532149	150	85450124	80.97%	148.91	28692358	27821040	28506239	139888	15456	30775	0.37%	0.01%	1.39	0.01%	1.36	11775794	11.16%	307559	0.29%	33207	0.03%	7948876	7.53%	16589	0.02%	0	0.00%
Jul 30 22:32:37	Jul 30 22:40:52	Jul 30 23:48:46	129.22	146239071	150	128005197	87.53%	148.95	28216661	27387060	27954416	200123	19021	43101	0.50%	0.01%	1.57	0.01%	1.36	6994811	4.78%	176633	0.12%	51684	0.04%	10899399	7.45%	111347	0.08%	0	0.00%
Jul 30 20:01:56	Jul 30 20:10:01	Jul 30 21:36:40	104.44	150827924	150	119446604	79.19%	148.71	52409204	51395194	52080749	249144	26216	53095	0.42%	0.01%	1.68	0.01%	1.36	17727814	11.75%	309918	0.21%	36717	0.02%	13285971	8.81%	20900	0.01%	0	0.00%
Jul 30 17:39:37	Jul 30 17:48:05	Jul 30 18:50:27	127.74	132777299	150	116087232	87.43%	148.97	23479191	22632132	23267803	159828	12316	39244	0.53%	0.01%	1.60	0.01%	1.35	6742148	5.08%	215791	0.16%	26922	0.02%	9622313	7.25%	82893	0.06%	0	0.00%
Jul 30 21:23:32	Jul 30 21:31:20	Jul 30 22:42:28	124.80	147959217	150	121111685	81.85%	148.72	39338472	38480886	39061592	206434	21204	49242	0.65%	0.02%	1.61	0.01%	1.32	9064782	6.13%	197782	0.13%	37454	0.03%	17516106	11.84%	31408	0.02%	0	0.00%
Jul 30 17:49:19	Jul 30 18:01:18	Jul 30 19:01:35	98.29	98750324	150	83310538	84.36%	149.24	14954105	14372716	14793475	122355	13492	24783	0.34%	0.01%	1.24	0.01%	1.25	13076693	13.24%	184407	0.19%	130959	0.13%	1968670	1.99%	79057	0.08%	0	0.00%
Jul 30 19:48:03	Jul 30 20:00:40	Jul 30 20:38:49	115.99	73750568	150	61323994	83.15%	148.73	8994425	8648474	8900089	69104	6383	18849	0.45%	0.01%	1.59	0.01%	1.39	4493689	6.09%	818882	1.11%	67193	0.09%	7001856	9.49%	44954	0.06%	0	0.00%
Jul 30 21:44:27	Jul 30 21:52:28	Jul 30 23:02:01	128.55	149015432	150	129106520	86.64%	148.93	36548056	35347736	36277257	210626	17586	42587	0.54%	0.01%	1.77	0.01%	1.31	9651783	6.48%	110531	0.07%	21615	0.01%	10057774	6.75%	67209	0.05%	0	0.00%
Jul 30 21:04:26	Jul 30 21:14:20	Jul 30 22:10:58	121.10	114307646	150	98683444	86.33%	148.91	27669938	26970553	27457424	163923	17530	31061	0.49%	0.01%	1.50	0.01%	1.35	5804550	5.08%	177463	0.16%	30038	0.03%	9562760	8.37%	49391	0.04%	0	0.00%
Jul 30 19:33:05	Jul 30 19:42:53	Jul 30 20:37:30	125.90	114607406	150	103664044	90.45%	149.10	16325006	15650146	16146134	137669	12321	28882	0.46%	0.01%	1.54	0.01%	1.40	5172857	4.51%	114462	0.10%	30682	0.03%	5531077	4.83%	94284	0.08%	0	0.00%
Jul 30 15:38:56	Jul 30 15:54:52	Jul 30 16:05:30	131.82	23360743	150	19750109	84.54%	148.86	8073834	7902477	8022771	39055	3628	8380	0.49%	0.01%	1.54	0.01%	1.30	1851844	7.93%	18581	0.08%	2963	0.01%	1733673	7.42%	3573	0.02%	0	0.00%
Jul 30 20:24:47	Jul 30 20:35:01	Jul 30 21:35:31	118.85	119843811	150	100551368	83.90%	148.87	24818874	23885349	24630416	141357	14776	32325	0.47%	0.01%	1.45	0.01%	1.41	10384540	8.67%	269012	0.22%	73916	0.06%	8539882	7.13%	25093	0.02%	0	0.00%
Jul 30 17:38:37	Jul 30 17:50:59	Jul 30 18:41:56	103.47	87860315	150	69422118	79.01%	148.85	26083754	25062023	25910324	132560	14612	26258	0.39%	0.01%	1.46	0.01%	1.35	10480791	11.93%	270514	0.31%	22996	0.03%	7651001	8.71%	12895	0.01%	0	0.00%
Jul 30 20:02:46	Jul 30 20:14:26	Jul 30 20:55:35	125.11	85804896	150	78178592	91.11%	149.03	11507624	11081062	11372951	103585	9951	21137	0.48%	0.01%	1.52	0.01%	1.40	2636450	3.07%	114134	0.13%	23383	0.03%	4767394	5.56%	84943	0.10%	0	0.00%
Jul 30 18:16:51	Jul 30 18:26:57	Jul 30 19:17:16	119.50	100214171	150	86802072	86.62%	148.83	17653305	17187985	17509978	110927	10178	22222	0.40%	0.01%	1.59	0.01%	1.34	4838622	4.83%	325428	0.32%	29309	0.03%	8149804	8.13%	68936	0.07%	0	0.00%
Jul 30 18:48:51	Jul 30 19:00:13	Jul 30 19:46:01	121.82	92990426	150	82398162	88.61%	149.01	22437013	21704661	22232193	149114	15423	40283	0.40%	0.01%	1.54	0.01%	1.34	5041123	5.42%	144030	0.15%	16840	0.02%	5334675	5.74%	55596	0.06%	0	0.00%
Jul 30 21:21:11	Jul 30 21:27:06	Jul 30 22:46:36	121.92	161549366	150	130514011	80.79%	148.55	32651919	31899140	32409628	170052	14812	57427	0.60%	0.01%	1.45	0.01%	1.43	8942626	5.54%	602179	0.37%	81969	0.05%	21303210	13.19%	105371	0.07%	0	0.00%
Jul 30 19:26:28	Jul 30 19:35:02	Jul 30 20:45:23	122.84	144033051	150	117620466	81.66%	148.26	23106847	22118675	22906681	156176	10648	33342	0.57%	0.01%	1.55	0.01%	1.45	7007565	4.87%	375598	0.26%	62698	0.04%	18805227	13.06%	161497	0.11%	0	0.00%
Jul 30 18:10:39	Jul 30 18:24:25	Jul 30 18:51:39	111.43	50576450	150	42862017	84.75%	148.93	18738804	18349605	18613680	97305	8538	19281	0.42%	0.00%	1.41	0.01%	1.30	4499343	8.90%	55930	0.11%	10896	0.02%	3132157	6.19%	16107	0.03%	0	0.00%
Jul 30 19:57:21	Jul 30 20:09:29	Jul 30 20:47:24	119.63	75598418	150	66879131	88.47%	148.95	15355141	14847255	15219995	99665	7229	28252	0.31%	0.01%	1.49	0.01%	1.35	4653562	6.16%	153905	0.20%	20413	0.03%	3826756	5.06%	64651	0.09%	0	0.00%
Jul 30 18:27:15	Jul 30 18:35:14	Jul 30 19:39:34	129.15	138478702	150	121034030	87.40%	148.75	31452883	30784504	31171318	205696	21496	54373	0.56%	0.01%	1.51	0.01%	1.40	6081309	4.39%	125903	0.09%	35527	0.03%	11107237	8.02%	94696	0.07%	0	0.00%
Jul 30 19:41:27	Jul 30 19:52:14	Jul 30 20:42:31	123.18	103228972	150	93226954	90.31%	149.03	18278636	17663787	18095024	134696	11413	37503	0.39%	0.01%	1.55	0.01%	1.39	4367081	4.23%	109181	0.11%	31555	0.03%	5385557	5.22%	108644	0.11%	0	0.00%
Jul 30 21:07:34	Jul 30 21:19:08	Jul 30 21:59:55	120.43	81861500	150	72223362	88.23%	148.93	18930579	18507764	18771999	120368	13162	25050	0.56%	0.01%	1.52	0.01%	1.33	4083208	4.99%	117453	0.14%	17207	0.02%	5373540	6.56%	46730	0.06%	0	0.00%
Jul 30 19:06:48	Jul 30 19:17:35	Jul 30 20:09:12	111.71	96103543	150	78904151	82.10%	148.79	20340732	19962442	20195305	107300	8589	29538	0.41%	0.01%	1.41	0.01%	1.45	6076927	6.32%	725246	0.75%	91706	0.10%	10270554	10.69%	34959	0.04%	0	0.00%
Jul 30 20:03:58	Jul 30 20:13:22	Jul 30 21:10:01	129.99	122734691	150	111638533	90.96%	149.01	29643210	28879057	29351905	213074	23173	55058	0.42%	0.01%	1.55	0.01%	1.37	5381149	4.38%	133482	0.11%	20111	0.02%	5478507	4.46%	82909	0.07%	0	0.00%
Jul 30 20:55:32	Jul 30 21:05:01	Jul 30 22:02:21	126.63	121006767	150	108715626	89.84%	149.10	20257506	19760948	20034022	169525	19711	34248	0.46%	0.01%	1.47	0.01%	1.40	4488228	3.71%	126299	0.10%	33526	0.03%	7498747	6.20%	144341	0.12%	0	0.00%
Jul 30 20:54:07	Jul 30 21:01:45	Jul 30 22:07:45	134.06	147468402	150	134271987	91.05%	149.00	31203607	30387178	30880266	240336	27787	55218	0.45%	0.01%	1.56	0.01%	1.36	6251894	4.24%	151702	0.10%	24000	0.02%	6645823	4.51%	122996	0.08%	0	0.00%
Jul 30 19:01:40	Jul 30 19:11:46	Jul 30 20:00:30	120.02	97485225	150	86921690	89.16%	148.92	19786057	18857397	19584254	148920	11437	41446	0.40%	0.01%	1.55	0.01%	1.34	4482891	4.60%	119316	0.12%	21722	0.02%	5821156	5.97%	118450	0.12%	0	0.00%
Jul 30 20:24:06	Jul 30 20:35:14	Jul 30 21:34:50	110.20	109462274	150	95900919	87.61%	149.05	9875975	9363919	9743631	107187	9384	15773	0.45%	0.01%	1.32	0.01%	1.20	7432297	6.79%	111094	0.10%	82599	0.08%	5843139	5.34%	92226	0.08%	0	0.00%
Jul 30 20:00:38	Jul 30 20:12:12	Jul 30 21:10:20	113.69	110152337	150	98178576	89.13%	149.04	8656194	8262474	8536018	96408	9526	14242	0.41%	0.01%	1.32	0.01%	1.20	6770151	6.15%	113963	0.10%	70471	0.06%	4904194	4.45%	114982	0.10%	0	0.00%
Jul 30 18:23:49	Jul 30 18:31:48	Jul 30 19:40:04	136.80	155645763	150	139453843	89.60%	149.09	26192370	25412066	25937951	186281	17813	50325	0.42%	0.01%	1.55	0.01%	1.33	7191805	4.62%	186001	0.12%	37764	0.02%	8670522	5.57%	105828	0.07%	0	0.00%
Jul 30 17:20:23	Jul 30 17:32:23	Jul 30 18:27:58	111.07	102894840	150	91860081	89.28%	149.00	16638471	16048094	16463711	137215	15299	22246	0.34%	0.01%	1.34	0.01%	1.17	8381470	8.15%	114845	0.11%	62973	0.06%	2401970	2.33%	73501	0.07%	0	0.00%
Jul 30 16:46:39	Jul 30 16:59:26	Jul 30 17:38:17	108.32	70138960	150	56026378	79.88%	148.84	21233743	20752172	21102695	100488	8463	22097	0.34%	0.01%	1.52	0.01%	1.35	7637418	10.89%	354332	0.51%	18778	0.03%	6086651	8.68%	15403	0.02%	0	0.00%
Jul 30 20:56:49	Jul 30 21:05:14	Jul 30 22:08:58	131.41	139590217	150	114085954	81.73%	148.85	53072922	52195798	52771840	236279	20524	44279	0.37%	0.01%	1.44	0.01%	1.39	13548535	9.71%	131510	0.09%	13557	0.01%	11791200	8.45%	19461	0.01%	0	0.00%
Jul 30 21:15:20	Jul 30 21:22:57	Jul 30 22:30:13	133.58	149754065	150	134416475	89.76%	149.06	39403304	38429780	39070172	258029	24701	50402	0.39%	0.01%	1.60	0.01%	1.34	9468434	6.32%	80642	0.05%	14846	0.01%	5673399	3.79%	100269	0.07%	0	0.00%
Jul 30 17:14:19	Jul 30 17:26:24	Jul 30 18:03:08	124.91	76474959	150	68163497	89.13%	148.96	22063061	21493315	21881679	136375	9529	35478	0.38%	0.01%	1.52	0.01%	1.33	4371908	5.72%	84252	0.11%	12515	0.02%	3806875	4.98%	35912	0.05%	0	0.00%
Jul 30 19:26:10	Jul 30 19:37:12	Jul 30 20:29:12	114.23	98998929	150	83859711	84.71%	148.72	32910309	32275919	32668014	178498	21721	42076	0.55%	0.01%	1.83	0.01%	1.30	6182309	6.24%	71571	0.07%	12334	0.01%	8854499	8.94%	18505	0.02%	0	0.00%
Jul 30 21:14:46	Jul 30 21:25:56	Jul 30 22:24:31	112.88	110212241	150	96136018	87.23%	149.02	11517309	11023449	11369955	117652	11569	18133	0.49%	0.01%	1.30	0.01%	1.19	6579108	5.97%	89389	0.08%	112800	0.10%	7208662	6.54%	86264	0.08%	0	0.00%
Jul 30 16:46:58	Jul 30 16:57:44	Jul 30 17:46:34	121.36	98776079	150	86727145	87.80%	148.95	13969681	13526230	13829952	106399	8997	24333	0.40%	0.01%	1.59	0.01%	1.33	4437983	4.49%	301985	0.31%	28753	0.03%	7210999	7.30%	69214	0.07%	0	0.00%
Jul 30 17:42:34	Jul 30 17:55:27	Jul 30 18:27:05	124.34	65557190	150	59311581	90.47%	149.09	11564481	11214179	11454202	85243	7485	17551	0.44%	0.01%	1.58	0.01%	1.38	3016095	4.60%	65554	0.10%	15580	0.02%	3085639	4.71%	62741	0.10%	0	0.00%
Jul 30 20:57:30	Jul 30 21:06:58	Jul 30 22:01:03	125.83	113418923	150	103384450	91.15%	149.05	20367504	19368738	20151721	164516	13515	37752	0.38%	0.01%	1.56	0.01%	1.37	4622623	4.08%	103566	0.09%	22484	0.02%	5144941	4.54%	140859	0.12%	0	0.00%
Jul 30 19:45:11	Jul 30 19:56:33	Jul 30 21:00:34	91.98	98137248	150	68499704	69.80%	148.83	24197038	22814420	24059992	104873	9131	23042	0.38%	0.01%	1.57	0.01%	1.39	20241935	20.63%	239720	0.24%	26270	0.03%	9089708	9.26%	39911	0.04%	0	0.00%
Jul 30 16:15:20	Jul 30 16:26:41	Jul 30 17:11:03	114.00	84299990	150	72161708	85.60%	149.01	20569185	19812565	20423815	116007	8406	20957	0.40%	0.01%	1.55	0.01%	1.36	5834818	6.92%	116855	0.14%	22826	0.03%	6130823	7.27%	32960	0.04%	0	0.00%
Jul 30 19:00:50	Jul 30 19:10:59	Jul 30 20:05:46	128.04	116907127	150	104744828	89.60%	149.02	22232847	21525332	21998281	181284	19699	33583	0.41%	0.01%	1.55	0.01%	1.38	5150225	4.41%	105482	0.09%	30522	0.03%	6746698	5.77%	129372	0.11%	0	0.00%
Jul 30 19:49:41	Jul 30 20:00:27	Jul 30 20:50:51	120.37	101111227	150	89311754	88.33%	148.97	23319769	22491163	23099132	168045	16041	36551	0.45%	0.01%	1.59	0.01%	1.34	5802352	5.74%	85392	0.08%	20079	0.02%	5837030	5.77%	54620	0.05%	0	0.00%
Jul 30 19:24:52	Jul 30 19:36:00	Jul 30 20:23:28	123.95	98061007	150	88769854	90.53%	149.07	16445830	15777496	16259882	129215	10102	46631	0.44%	0.01%	1.57	0.01%	1.39	4367941	4.45%	179857	0.18%	22801	0.02%	4653806	4.75%	66748	0.07%	0	0.00%
Jul 30 18:47:16	Jul 30 18:56:57	Jul 30 20:03:35	120.10	133381832	150	117965407	88.44%	148.98	12253725	11752205	12098913	122713	13420	18679	0.47%	0.01%	1.32	0.01%	1.20	7110600	5.33%	128883	0.10%	116170	0.09%	7934904	5.95%	125868	0.09%	0	0.00%
Jul 30 19:43:07	Jul 30 19:53:43	Jul 30 20:46:29	122.13	107402647	150	95747910	89.15%	149.02	23112227	22276880	22905620	155009	12322	39276	0.35%	0.01%	1.67	0.01%	1.37	6328797	5.89%	161573	0.15%	25621	0.02%	5062229	4.71%	76517	0.07%	0	0.00%
Jul 30 19:27:53	Jul 30 19:38:07	Jul 30 20:38:35	109.44	110291841	150	89620137	81.26%	148.86	37576784	36445271	37318462	195782	23969	38571	0.36%	0.01%	1.84	0.01%	1.41	13191892	11.96%	144364	0.13%	21832	0.02%	7292290	6.61%	21326	0.02%	0	0.00%
Jul 30 19:44:07	Jul 30 19:55:43	Jul 30 20:37:09	117.75	81316333	150	72671890	89.37%	149.03	12715501	12139362	12579045	107065	8282	21109	0.47%	0.01%	1.51	0.01%	1.40	4106382	5.05%	91416	0.11%	33532	0.04%	4314561	5.31%	98552	0.12%	0	0.00%
Jul 30 16:34:46	Jul 30 16:45:38	Jul 30 17:34:49	122.06	100056520	150	89594045	89.54%	149.00	18898897	18248720	18690141	149875	14793	44088	0.41%	0.01%	1.48	0.01%	1.42	4078514	4.08%	136619	0.14%	28043	0.03%	6076898	6.07%	142401	0.14%	0	0.00%
Jul 30 17:59:05	Jul 30 18:09:37	Jul 30 18:59:41	119.12	99398025	150	87255784	87.78%	148.92	21107535	20073824	20900137	158140	11608	37650	0.45%	0.01%	1.50	0.01%	1.40	4958066	4.99%	112424	0.11%	33019	0.03%	6950470	6.99%	88262	0.09%	0	0.00%
Jul 30 20:28:38	Jul 30 20:38:35	Jul 30 21:27:38	125.13	102297719	150	93049527	90.96%	149.04	13569921	12841736	13404030	125734	9357	30800	0.46%	0.01%	1.56	0.01%	1.38	3117621	3.05%	107603	0.11%	22775	0.02%	5906788	5.77%	93405	0.09%	0	0.00%
Jul 30 17:10:48	Jul 30 17:22:28	Jul 30 18:00:06	123.06	77188134	150	68680388	88.98%	148.94	11892768	11373304	11776919	88678	6610	20561	0.48%	0.01%	1.65	0.01%	1.34	3143640	4.07%	152150	0.20%	20825	0.03%	5139314	6.66%	51817	0.07%	0	0.00%
Jul 30 16:52:44	Jul 30 17:02:55	Jul 30 17:59:10	118.85	111421937	150	96457451	86.57%	148.89	21431747	20660529	21241613	144954	13077	32103	0.44%	0.01%	1.48	0.01%	1.34	7470232	6.70%	123935	0.11%	30839	0.03%	7284487	6.54%	54993	0.05%	0	0.00%
Jul 30 21:01:28	Jul 30 21:13:27	Jul 30 22:06:35	100.33	88851399	150	73730786	82.98%	148.93	13136872	12567789	13010010	95283	7829	23750	0.36%	0.01%	1.51	0.01%	1.36	8191031	9.22%	313114	0.35%	43935	0.05%	6514146	7.33%	58387	0.07%	0	0.00%
Jul 30 15:35:49	Jul 30 15:49:15	Jul 30 16:17:50	123.62	58892496	150	53084661	90.14%	149.04	9139443	8766172	9033407	80315	6439	19282	0.47%	0.01%	1.62	0.01%	1.37	2154135	3.66%	80282	0.14%	20331	0.03%	3510383	5.96%	42704	0.07%	0	0.00%
Jul 30 16:50:13	Jul 30 17:00:21	Jul 30 17:56:25	121.96	113960439	150	100439836	88.14%	148.92	18791433	18109658	18611415	142875	11735	25408	0.47%	0.01%	1.51	0.01%	1.33	4833903	4.24%	177582	0.16%	38030	0.03%	8394439	7.37%	76649	0.07%	0	0.00%
Jul 30 18:05:46	Jul 30 18:18:49	Jul 30 18:57:17	110.16	70623091	150	58320161	82.58%	148.81	11336470	10939695	11241731	72482	5987	16270	0.38%	0.01%	1.50	0.01%	1.36	4492729	6.36%	582608	0.82%	38758	0.05%	7146742	10.12%	42093	0.06%	0	0.00%
Jul 30 20:16:44	Jul 30 20:29:19	Jul 30 21:13:37	106.58	78689495	150	64043585	81.39%	148.91	17621245	17050702	17485937	101810	10875	22623	0.38%	0.01%	1.57	0.01%	1.34	8775560	11.15%	209136	0.27%	19531	0.02%	5605390	7.12%	36293	0.05%	0	0.00%
Jul 30 17:47:17	Jul 30 17:55:52	Jul 30 19:01:00	130.76	141952204	150	126917572	89.41%	148.96	29625362	28570601	29305556	236263	23930	59613	0.47%	0.01%	1.50	0.01%	1.39	5879511	4.14%	169219	0.12%	35455	0.02%	8835452	6.22%	114995	0.08%	0	0.00%
Jul 30 18:20:29	Jul 30 18:29:28	Jul 30 19:25:46	117.54	110290880	150	94239162	85.45%	148.93	42775938	42067981	42502031	208840	24799	40268	0.39%	0.01%	1.50	0.01%	1.34	8808148	7.99%	62449	0.06%	11667	0.01%	7155090	6.49%	14364	0.01%	0	0.00%
Jul 30 20:24:01	Jul 30 20:31:11	Jul 30 21:43:37	132.77	160284755	150	139803198	87.22%	148.92	40021767	38864098	39629461	276825	25101	90380	0.49%	0.01%	1.56	0.01%	1.38	9813642	6.12%	228242	0.14%	38935	0.02%	10303048	6.43%	97690	0.06%	0	0.00%
Jul 30 16:27:18	Jul 30 16:38:59	Jul 30 17:23:29	123.16	91346074	150	81362755	89.07%	148.93	18836337	18210747	18661135	132244	12839	30119	0.39%	0.01%	1.60	0.01%	1.32	3919314	4.29%	116253	0.13%	19783	0.02%	5880656	6.44%	47313	0.05%	0	0.00%
Jul 30 21:06:16	Jul 30 21:14:42	Jul 30 22:25:09	114.20	134087413	150	107028697	79.82%	148.95	47646959	46387929	47329090	243629	27939	46301	0.32%	0.01%	1.76	0.01%	1.30	17264910	12.88%	65402	0.05%	8387	0.01%	9705654	7.24%	14363	0.01%	0	0.00%
Jul 30 20:49:26	Jul 30 20:58:26	Jul 30 22:01:49	124.88	131925865	150	114518021	86.80%	148.91	39012982	38145189	38688391	245764	25813	53014	0.42%	0.01%	1.72	0.01%	1.33	8471570	6.42%	130985	0.10%	20402	0.02%	8737189	6.62%	47698	0.04%	0	0.00%
Jul 30 20:06:37	Jul 30 20:15:31	Jul 30 21:14:24	126.63	124271087	150	109538319	88.14%	149.02	17256200	16669470	17056166	145123	13889	41022	0.51%	0.01%	1.55	0.01%	1.37	4599170	3.70%	239076	0.19%	40799	0.03%	9755757	7.85%	97966	0.08%	0	0.00%
Jul 30 20:41:10	Jul 30 20:51:53	Jul 30 21:55:12	114.79	121139635	150	106696284	88.08%	148.99	9864293	9362887	9722462	114831	10293	16707	0.48%	0.01%	1.33	0.01%	1.21	7153354	5.91%	128731	0.11%	85695	0.07%	6971303	5.75%	104268	0.09%	0	0.00%
Jul 30 22:09:52	Jul 30 22:21:51	Jul 30 23:18:50	102.19	97053001	150	81841162	84.33%	149.01	31536594	30683966	31271467	193105	31397	40625	0.31%	0.01%	1.26	0.01%	1.18	13169130	13.57%	70624	0.07%	108535	0.11%	1838799	1.89%	24751	0.03%	0	0.00%
Jul 30 20:54:26	Jul 30 21:04:35	Jul 30 22:00:39	121.19	113247228	150	97968138	86.51%	148.80	42768802	42017689	42443725	245609	29388	50080	0.47%	0.01%	1.99	0.01%	1.28	7602855	6.71%	65674	0.06%	11632	0.01%	7584711	6.70%	14218	0.01%	0	0.00%
Jul 30 18:03:55	Jul 30 18:11:33	Jul 30 19:06:32	118.10	108225777	150	93280293	86.19%	148.86	40804710	40107599	40524092	205630	24599	50389	0.42%	0.01%	2.18	0.01%	1.34	7909694	7.31%	159490	0.15%	19600	0.02%	6838013	6.32%	18687	0.02%	0	0.00%
Jul 30 16:32:45	Jul 30 16:44:27	Jul 30 17:39:52	111.94	103386539	150	91489854	88.49%	149.17	11346639	10821424	11204331	113413	10843	18052	0.35%	0.01%	1.33	0.01%	1.19	6875127	6.65%	89669	0.09%	69179	0.07%	4769750	4.61%	92960	0.09%	0	0.00%
Jul 30 19:47:09	Jul 30 19:55:49	Jul 30 20:54:48	128.39	126219373	150	114046627	90.36%	149.03	18614792	17873179	18416789	150362	12684	34957	0.50%	0.01%	1.55	0.01%	1.38	5200057	4.12%	126579	0.10%	28820	0.02%	6718064	5.32%	99226	0.08%	0	0.00%
Jul 30 17:53:43	Jul 30 18:05:07	Jul 30 18:52:31	121.00	95586219	150	84572965	88.48%	148.99	31667980	30831475	31423633	183307	20246	40794	0.34%	0.01%	1.64	0.01%	1.35	6675783	6.98%	83995	0.09%	23339	0.02%	4201892	4.40%	28245	0.03%	0	0.00%
Jul 30 20:20:30	Jul 30 20:33:30	Jul 30 21:20:52	110.09	86910386	150	76248630	87.73%	149.23	14338933	13792364	14196644	113584	11921	16784	0.36%	0.01%	1.23	0.01%	1.34	8377215	9.64%	137887	0.16%	187788	0.22%	1881871	2.17%	76995	0.09%	0	0.00%
Jul 30 18:43:17	Jul 30 18:52:26	Jul 30 19:54:39	125.10	129719990	150	109522126	84.43%	148.80	47483900	46622035	47153473	241451	28246	60730	0.61%	0.01%	1.57	0.01%	1.34	7832825	6.04%	82737	0.06%	13787	0.01%	12249564	9.44%	18951	0.01%	0	0.00%
